"","ensembl_gene_id","description","external_gene_name","chromosome_name","gene_biotype","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000040511","ENSMUSG00000040511","poliovirus receptor [Source:MGI Symbol;Acc:MGI:107741]","Pvr","7","protein_coding",-0.198118510074353,3.17619105009755,-4.44782550893327,3.1890529815938e-05,0.00406063737698702,2.20707554049149
"ENSMUSG00000018932","ENSMUSG00000018932","mitogen-activated protein kinase kinase 3 [Source:MGI Symbol;Acc:MGI:1346868]","Map2k3","11","protein_coding",-0.141634239965351,3.69164108863972,-4.43226371085713,3.37395963491193e-05,0.00418956557971501,2.07581161124204
"ENSMUSG00000043243","ENSMUSG00000043243","family with sequence similarity 129, member C [Source:MGI Symbol;Acc:MGI:3686743]","Fam129c","8","protein_coding",-0.273201069127124,1.62396169041825,-4.41777192493069,3.55547665576918e-05,0.00433846446696158,2.10984600106394
"ENSMUSG00000063550","ENSMUSG00000063550","nucleoporin 98 [Source:MGI Symbol;Acc:MGI:109404]","Nup98","7","protein_coding",-0.0889973522726448,5.44224670129392,-4.41245647874355,3.62440078462715e-05,0.00433846446696158,1.81576389409361
"ENSMUSG00000041775","ENSMUSG00000041775","mitogen-activated protein kinase 1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1916796]","Mapk1ip1","7","protein_coding",-0.128519852180581,4.96878121057604,-4.41066708378783,3.64789360729012e-05,0.00433846446696158,1.85219703266179
"ENSMUSG00000029127","ENSMUSG00000029127","zinc finger and BTB domain containing 49 [Source:MGI Symbol;Acc:MGI:1922329]","Zbtb49","5","protein_coding",-0.170238783568462,3.793704295612,-4.41048408529711,3.6503044854896e-05,0.00433846446696158,1.99721025567477
"ENSMUSG00000022711","ENSMUSG00000022711","phosphomannomutase 2 [Source:MGI Symbol;Acc:MGI:1859214]","Pmm2","16","protein_coding",-0.108890162305537,4.41967732230218,-4.40921084388726,3.66712137972793e-05,0.00433846446696158,1.89904681827881
"ENSMUSG00000057110","ENSMUSG00000057110","centriolin [Source:MGI Symbol;Acc:MGI:1889576]","Cntrl","2","protein_coding",-0.143553668975771,4.50466983367425,-4.38646934696485,3.98045235088898e-05,0.00465863281629066,1.82351644814221
"ENSMUSG00000037355","ENSMUSG00000037355","UV stimulated scaffold protein A [Source:MGI Symbol;Acc:MGI:1918351]","Uvssa","5","protein_coding",-0.170239544173608,4.00247837185318,-4.38512551754775,3.99975795874539e-05,0.00465863281629066,1.87921170496899
"ENSMUSG00000020941","ENSMUSG00000020941","mitogen-activated protein kinase kinase kinase 14 [Source:MGI Symbol;Acc:MGI:1858204]","Map3k14","11","protein_coding",-0.238554574354272,2.52334449649328,-4.37507720058505,4.14701728727646e-05,0.00479299498010221,2.00364149645121
"ENSMUSG00000043467","ENSMUSG00000043467","zinc finger and BTB domain containing 37 [Source:MGI Symbol;Acc:MGI:2444467]","Zbtb37","1","protein_coding",-0.163681804628043,4.29401073512627,-4.37058131033451,4.21459375887935e-05,0.00481690951374998,1.80259730774213
"ENSMUSG00000042138","ENSMUSG00000042138","Myb/SANT-like DNA-binding domain containing 2 [Source:MGI Symbol;Acc:MGI:2384579]","Msantd2","9","protein_coding",-0.162988301247894,3.5984046180011,-4.36944593279995,4.23182732655572e-05,0.00481690951374998,1.87113127484913
"ENSMUSG00000025269","ENSMUSG00000025269","apurinic/apyrimidinic endonuclease 2 [Source:MGI Symbol;Acc:MGI:1924872]","Apex2","X","protein_coding",-0.185208885229063,2.44362557522989,-4.35595000756468,4.44197975456918e-05,0.0050181011889024,1.94319321867573
"ENSMUSG00000050954","ENSMUSG00000050954","zinc finger protein 169 [Source:MGI Symbol;Acc:MGI:1915161]","Zfp169","13","protein_coding",-0.155341552657894,3.78210670920461,-4.34773259200705,4.57485215011852e-05,0.00512963832503961,1.7762451834695
"ENSMUSG00000043872","ENSMUSG00000043872","zinc finger, MYM domain containing 1 [Source:MGI Symbol;Acc:MGI:1915560]","Zmym1","4","protein_coding",-0.267441885327372,3.32377733437966,-4.31371883392046,5.16695294866496e-05,0.00574748293042994,1.75505815371803
"ENSMUSG00000046667","ENSMUSG00000046667","RNA binding motif protein 12 B1 [Source:MGI Symbol;Acc:MGI:1919647]","Rbm12b1","4","protein_coding",-0.223392620456869,2.97166537401812,-4.31180525349706,5.20238055599648e-05,0.00574748293042994,1.77136470505614
"ENSMUSG00000036555","ENSMUSG00000036555","IQ motif containing E [Source:MGI Symbol;Acc:MGI:1921489]","Iqce","5","protein_coding",-0.128143389761809,5.39932657255532,-4.30306479597064,5.36721084370848e-05,0.00588630240341021,1.44254475046106
"ENSMUSG00000020385","ENSMUSG00000020385","CDC like kinase 4 [Source:MGI Symbol;Acc:MGI:1098551]","Clk4","11","protein_coding",-0.138968077901079,5.80472922830136,-4.29910106991432,5.44361501481213e-05,0.00592683446359074,1.41084766991808
"ENSMUSG00000037965","ENSMUSG00000037965","zinc finger CCCH type containing 7 A [Source:MGI Symbol;Acc:MGI:2445044]","Zc3h7a","16","protein_coding",-0.147031486027244,5.42109819530088,-4.29495973450899,5.52456662562175e-05,0.00597169881654437,1.42163623712974
"ENSMUSG00000048118","ENSMUSG00000048118","AT rich interactive domain 4A (RBP1-like) [Source:MGI Symbol;Acc:MGI:2444354]","Arid4a","12","protein_coding",-0.101558865236392,5.69218262400562,-4.29232954062172,5.57658306414828e-05,0.00598486860991628,1.39450984057929
"ENSMUSG00000073906","ENSMUSG00000073906","olfactory receptor 692 [Source:MGI Symbol;Acc:MGI:3030526]","Olfr692","7","protein_coding",-0.443525107957451,-1.26767852010749,-4.28049841160311,5.81648067156768e-05,0.00613005001219064,0.870240931297362
"ENSMUSG00000059839","ENSMUSG00000059839","zinc finger protein 874b [Source:MGI Symbol;Acc:MGI:3040702]","Zfp874b","13","protein_coding",-0.137885588791204,3.10843186946765,-4.28042766889888,5.81794469863445e-05,0.00613005001219064,1.64133664666574
"ENSMUSG00000028256","ENSMUSG00000028256","outer dense fiber of sperm tails 2-like [Source:MGI Symbol;Acc:MGI:1098600]","Odf2l","3","protein_coding",-0.154623212656417,3.55095047283656,-4.27964059887054,5.83425724953918e-05,0.00613005001219064,1.57451416680021
"ENSMUSG00000022020","ENSMUSG00000022020","N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:MGI Symbol;Acc:MGI:1914147]","Naa16","14","protein_coding",-0.204071166867186,3.06215427595963,-4.26639155582627,6.1155839239272e-05,0.00633701023841422,1.61217525812701
"ENSMUSG00000094840","ENSMUSG00000094840","mucin 3A, cell surface associated [Source:MGI Symbol;Acc:MGI:3588263]","Muc3a","5","protein_coding",-0.295715252856582,3.30442341902009,-4.25587227178854,6.36137802012044e-05,0.00649162730564199,1.5088272881029
"ENSMUSG00000037784","ENSMUSG00000037784","DAZ interacting protein 1-like [Source:MGI Symbol;Acc:MGI:1919757]","Dzip1l","9","protein_coding",-0.141349254463068,4.73041478838089,-4.2541997391179,6.386018593187e-05,0.00649162730564199,1.33583861176251
"ENSMUSG00000040123","ENSMUSG00000040123","zinc finger, MYM-type 5 [Source:MGI Symbol;Acc:MGI:3041170]","Zmym5","14","protein_coding",-0.098371129673156,5.11255935246096,-4.25382925533824,6.39441491670559e-05,0.00649162730564199,1.30225883656515
"ENSMUSG00000050945","ENSMUSG00000050945","zinc finger protein 438 [Source:MGI Symbol;Acc:MGI:2444919]","Zfp438","18","protein_coding",-0.1457455917278,2.17399189493945,-4.2505796766878,6.4685192927097e-05,0.00649622440601932,1.60511853357108
"ENSMUSG00000019794","ENSMUSG00000019794","katanin p60 (ATPase-containing) subunit A1 [Source:MGI Symbol;Acc:MGI:1344353]","Katna1","10","protein_coding",-0.163749984404346,2.40446748391275,-4.2498437992709,6.48541538038534e-05,0.00649622440601932,1.60016155582426
"ENSMUSG00000030882","ENSMUSG00000030882","dynein heavy chain domain 1 [Source:MGI Symbol;Acc:MGI:1924755]","Dnhd1","7","protein_coding",-0.239277138167358,2.94042463460398,-4.24565783868339,6.58234151763034e-05,0.00654964776837058,1.53915965517544
"ENSMUSG00000050423","ENSMUSG00000050423","protein phosphatase 1, regulatory subunit 3G [Source:MGI Symbol;Acc:MGI:1923737]","Ppp1r3g","13","protein_coding",-0.335458071286078,2.89880035301351,-4.24232271639175,6.67490713253649e-05,0.0065980578727869,1.51858079762744
"ENSMUSG00000032253","ENSMUSG00000032253","pleckstrin homology domain interacting protein [Source:MGI Symbol;Acc:MGI:1932404]","Phip","9","protein_coding",-0.111331165405844,6.03374331974672,-4.23793358791336,6.76488494168397e-05,0.0066432938724707,1.1961144692368
"ENSMUSG00000003282","ENSMUSG00000003282","pleiomorphic adenoma gene 1 [Source:MGI Symbol;Acc:MGI:1891916]","Plag1","4","protein_coding",-0.199393753578854,1.72299658475495,-4.23461628097591,6.84477424937418e-05,0.00667809955174331,1.54925843656861
"ENSMUSG00000055866","ENSMUSG00000055866","period circadian clock 2 [Source:MGI Symbol;Acc:MGI:1195265]","Per2","1","protein_coding",-0.271950726475255,5.72715802129474,-4.2275815037333,7.05530788845558e-05,0.00678832596595229,1.1688755684608
"ENSMUSG00000035576","ENSMUSG00000035576","L3MBTL1 histone methyl-lysine binding protein [Source:MGI Symbol;Acc:MGI:2676663]","L3mbtl1","2","protein_coding",-0.233595355507436,4.01415403897713,-4.22582867538481,7.07483965481468e-05,0.00678832596595229,1.27741620455212
"ENSMUSG00000006724","ENSMUSG00000006724","cytochrome P450, family 27, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1098274]","Cyp27b1","10","protein_coding",-0.49202626110518,-0.118658925207002,-4.20679765746611,7.5515641860318e-05,0.00709968139653624,0.883503975083607
"ENSMUSG00000116673","ENSMUSG00000116673","RIKEN cDNA A630089N07 gene [Source:MGI Symbol;Acc:MGI:2444323]","A630089N07Rik","16","protein_coding",-0.225120227330767,1.3596322357226,-4.20646633045922,7.5603928349138e-05,0.00709968139653624,1.40567945227121
"ENSMUSG00000032119","ENSMUSG00000032119","histone H4 transcription factor [Source:MGI Symbol;Acc:MGI:2429620]","Hinfp","9","protein_coding",-0.114914637882817,4.73134927278398,-4.18557999074901,8.137513818813e-05,0.00750099049862977,1.11972847762245
"ENSMUSG00000057329","ENSMUSG00000057329","B cell leukemia/lymphoma 2 [Source:MGI Symbol;Acc:MGI:88138]","Bcl2","1","protein_coding",-0.18076621035027,3.8297785692433,-4.17432356833364,8.46594986353258e-05,0.00767787146017214,1.15983133918935
"ENSMUSG00000050919","ENSMUSG00000050919","zinc finger protein 366 [Source:MGI Symbol;Acc:MGI:2178429]","Zfp366","13","protein_coding",-0.29136647057377,3.48871822776374,-4.17434153297233,8.48270657163777e-05,0.00767787146017214,1.23868819268151
"ENSMUSG00000025198","ENSMUSG00000025198","ER lipid raft associated 1 [Source:MGI Symbol;Acc:MGI:2387613]","Erlin1","19","protein_coding",-0.145372756178231,4.17851655209173,-4.17080686624413,8.57115606509722e-05,0.00771147424419675,1.14747785545231
"ENSMUSG00000030103","ENSMUSG00000030103","basic helix-loop-helix family, member e40 [Source:MGI Symbol;Acc:MGI:1097714]","Bhlhe40","6","protein_coding",-0.338581230764776,6.46775498438507,-4.16772634824722,8.70924064665347e-05,0.00774297874058984,0.955432636995105
"ENSMUSG00000031174","ENSMUSG00000031174","retinitis pigmentosa GTPase regulator [Source:MGI Symbol;Acc:MGI:1344037]","Rpgr","X","protein_coding",-0.122504840958034,3.81874636849202,-4.15551235025698,9.04356735687182e-05,0.00794592124827103,1.13873923269909
"ENSMUSG00000027981","ENSMUSG00000027981","RNA-binding region (RNP1, RRM) containing 3 [Source:MGI Symbol;Acc:MGI:1914475]","Rnpc3","3","protein_coding",-0.154876310243569,4.25476399465385,-4.15314374987885,9.11893836354173e-05,0.00794592124827103,1.0712639433956
"ENSMUSG00000053560","ENSMUSG00000053560","immediate early response 2 [Source:MGI Symbol;Acc:MGI:104815]","Ier2","8","protein_coding",-0.327718673770495,3.19888960481175,-4.15327924183412,9.14904742729376e-05,0.00794592124827103,1.16213300163958
"ENSMUSG00000043131","ENSMUSG00000043131","MOB kinase activator 1A [Source:MGI Symbol;Acc:MGI:2442631]","Mob1a","6","protein_coding",-0.114033689668294,4.64818145507947,-4.14474034136232,9.39126150007152e-05,0.00799735339708882,0.986960494554226
"ENSMUSG00000033055","ENSMUSG00000033055","ankyrin repeat domain 54 [Source:MGI Symbol;Acc:MGI:2444209]","Ankrd54","15","protein_coding",-0.144669985729083,3.85433920359096,-4.14077546743861,9.52245577148158e-05,0.00799735339708882,1.08360656976342
"ENSMUSG00000052137","ENSMUSG00000052137","RNA binding motif protein 12 B2 [Source:MGI Symbol;Acc:MGI:1924854]","Rbm12b2","4","protein_coding",-0.188488177475068,3.26523262754736,-4.13783138469157,9.62101460300708e-05,0.00799735339708882,1.17169448156993
"ENSMUSG00000036246","ENSMUSG00000036246","Gem-interacting protein [Source:MGI Symbol;Acc:MGI:1926066]","Gmip","8","protein_coding",-0.219208219604962,3.6674990921222,-4.13712546105189,9.64479256215639e-05,0.00799735339708882,1.09386939015472
"ENSMUSG00000020522","ENSMUSG00000020522","microfibrillar-associated protein 3 [Source:MGI Symbol;Acc:MGI:1924068]","Mfap3","11","protein_coding",-0.187869309017374,4.96954642203923,-4.13586737186662,9.68730993857015e-05,0.00799735339708882,0.944894750509321
"ENSMUSG00000024276","ENSMUSG00000024276","zinc finger protein 397 [Source:MGI Symbol;Acc:MGI:1916506]","Zfp397","18","protein_coding",-0.126115911615322,5.17085564818399,-4.13029509083618,9.87780912095116e-05,0.00803531962419904,0.88810782533216
"ENSMUSG00000038538","ENSMUSG00000038538","ubinuclein 2 [Source:MGI Symbol;Acc:MGI:2444236]","Ubn2","6","protein_coding",-0.144428180198428,6.10181393581616,-4.12983386196973,9.89373797322344e-05,0.00803531962419904,0.833192931144717
"ENSMUSG00000032235","ENSMUSG00000032235","interactor of little elongation complex ELL subunit 2 [Source:MGI Symbol;Acc:MGI:2135947]","Ice2","9","protein_coding",-0.132915406666839,3.29621627906288,-4.12645584443826,0.000100111573507053,0.00805564781457921,1.12388581963745
"ENSMUSG00000072770","ENSMUSG00000072770","proacrosin binding protein [Source:MGI Symbol;Acc:MGI:1859515]","Acrbp","6","protein_coding",-0.256104377637487,2.83525519419017,-4.12603162938123,0.000100259976128207,0.00805564781457921,1.17494569629887
"ENSMUSG00000107877","ENSMUSG00000107877","predicted gene, 43951 [Source:MGI Symbol;Acc:MGI:5690343]","Gm43951","11","protein_coding",-0.225092830572735,4.13698180030117,-4.12213711870833,0.000101658339526109,0.00812455612436061,0.994644519392542
"ENSMUSG00000026199","ENSMUSG00000026199","ankyrin repeat and zinc finger domain containing 1 [Source:MGI Symbol;Acc:MGI:1098746]","Ankzf1","1","protein_coding",-0.122123352397121,4.86636383359946,-4.11921613392561,0.000102673506686562,0.00814322462440168,0.870543305561944
"ENSMUSG00000069919","ENSMUSG00000069919","hemoglobin alpha, adult chain 1 [Source:MGI Symbol;Acc:MGI:96015]","Hba-a1","11","protein_coding",-0.720412912782127,3.930617205667,-4.11979961025337,0.000102975885433366,0.00814322462440168,1.03441649118634
"ENSMUSG00000049658","ENSMUSG00000049658","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:MGI Symbol;Acc:MGI:1347077]","Bdp1","13","protein_coding",-0.0938876783489233,5.50137835513966,-4.10858493338899,0.000106550447312971,0.00838178257003869,0.785825316252258
"ENSMUSG00000074170","ENSMUSG00000074170","pleckstrin homology domain containing, family F (with FYVE domain) member 1 [Source:MGI Symbol;Acc:MGI:1919537]","Plekhf1","7","protein_coding",-0.449253779207632,2.00518081537391,-4.09766936677134,0.000110912160194687,0.00862781825215671,1.12193969142902
"ENSMUSG00000038393","ENSMUSG00000038393","thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]","Txnip","3","protein_coding",-0.444698071158419,3.69857205499157,-4.09772186082679,0.000111199925875246,0.00862781825215671,0.97995592717758
"ENSMUSG00000038132","ENSMUSG00000038132","RNA binding motif protein 24 [Source:MGI Symbol;Acc:MGI:3610364]","Rbm24","13","protein_coding",-0.37493034752208,4.01341222066399,-4.09534028807583,0.000112123984146464,0.00863929672718269,0.919018955076846
"ENSMUSG00000031896","ENSMUSG00000031896","chymotrypsin-like [Source:MGI Symbol;Acc:MGI:88558]","Ctrl","8","protein_coding",-0.459160692827758,-0.542808115873968,-4.07983402294042,0.000117754894989153,0.00884652178633363,0.580536075381088
"ENSMUSG00000063804","ENSMUSG00000063804","lin-28 homolog B (C. elegans) [Source:MGI Symbol;Acc:MGI:3584032]","Lin28b","10","protein_coding",-0.306410577114124,0.661496342234148,-4.07982798881618,0.000117757361548534,0.00884652178633363,1.01199606585368
"ENSMUSG00000042099","ENSMUSG00000042099","KN motif and ankyrin repeat domains 3 [Source:MGI Symbol;Acc:MGI:1098615]","Kank3","17","protein_coding",-0.16219984225217,4.76842775933937,-4.06732381510304,0.000122976995077257,0.00914453020964629,0.721507380008703
"ENSMUSG00000021670","ENSMUSG00000021670","3-hydroxy-3-methylglutaryl-Coenzyme A reductase [Source:MGI Symbol;Acc:MGI:96159]","Hmgcr","13","protein_coding",-0.123935078957738,6.85556414607141,-4.06582224702989,0.000123618578121281,0.00914453020964629,0.625688632520463
"ENSMUSG00000058761","ENSMUSG00000058761","ring finger protein 169 [Source:MGI Symbol;Acc:MGI:1920257]","Rnf169","7","protein_coding",-0.132358356390872,5.51178612125232,-4.06456399262294,0.000124158679718326,0.00914453020964629,0.630598774739609
"ENSMUSG00000020184","ENSMUSG00000020184","transformed mouse 3T3 cell double minute 2 [Source:MGI Symbol;Acc:MGI:96952]","Mdm2","10","protein_coding",-0.0982106776446177,5.75370488744299,-4.0522957525559,0.000129545229205116,0.0094029810087288,0.592502143486106
"ENSMUSG00000029635","ENSMUSG00000029635","cyclin-dependent kinase 8 [Source:MGI Symbol;Acc:MGI:1196224]","Cdk8","5","protein_coding",-0.0862049008173251,4.86522922018726,-4.04114397601144,0.000134636180453526,0.00971735872466699,0.633122950848405
"ENSMUSG00000033671","ENSMUSG00000033671","centrosomal protein 350 [Source:MGI Symbol;Acc:MGI:1921331]","Cep350","1","protein_coding",-0.0820339768502407,6.10049867077282,-4.03999842160528,0.000135169915038629,0.00971735872466699,0.538521086742571
"ENSMUSG00000079051","ENSMUSG00000079051","vinculin/alpha-catenin family member 1 [Source:MGI Symbol;Acc:MGI:3649276]","Vinac1","2","protein_coding",-0.357916696543516,-0.369989045966838,-4.03265562172236,0.000138639717326186,0.00991934168012356,0.589911945345272
"ENSMUSG00000070002","ENSMUSG00000070002","elongation factor RNA polymerase II [Source:MGI Symbol;Acc:MGI:109377]","Ell","8","protein_coding",-0.0944998030223712,4.83260684565107,-4.03056981877032,0.000139640878199585,0.00994362177700834,0.596316490266684
"ENSMUSG00000021453","ENSMUSG00000021453","growth arrest and DNA-damage-inducible 45 gamma [Source:MGI Symbol;Acc:MGI:1346325]","Gadd45g","13","protein_coding",-0.283286351380796,3.84597404189738,-4.02255331895706,0.000143813561318249,0.0101259778415258,0.748212770074614
"ENSMUSG00000056167","ENSMUSG00000056167","CCR4-NOT transcription complex, subunit 10 [Source:MGI Symbol;Acc:MGI:1926143]","Cnot10","9","protein_coding",-0.0936201413125017,6.14326063400085,-4.02120228948733,0.000144223577909253,0.0101259778415258,0.473459153270499
"ENSMUSG00000069917","ENSMUSG00000069917","hemoglobin alpha, adult chain 2 [Source:MGI Symbol;Acc:MGI:96016]","Hba-a2","11","protein_coding",-0.735971993414804,2.05505633204558,-4.01778903112248,0.000146599588477526,0.0102449247296503,0.872618195716796
"ENSMUSG00000041718","ENSMUSG00000041718","asparagine-linked glycosylation 13 [Source:MGI Symbol;Acc:MGI:1914824]","Alg13","X","protein_coding",-0.152275471093437,2.64318197059349,-4.01012158148339,0.000149831232442988,0.0104222882752588,0.814943910742283
"ENSMUSG00000041846","ENSMUSG00000041846","protein phosphatase 4 regulatory subunit 3A [Source:MGI Symbol;Acc:MGI:1915984]","Ppp4r3a","12","protein_coding",-0.111453509553567,5.06670513738645,-4.00581184990231,0.000152068412756056,0.0104723342322192,0.482275066380536
"ENSMUSG00000025432","ENSMUSG00000025432","advillin [Source:MGI Symbol;Acc:MGI:1333798]","Avil","10","protein_coding",-0.399764871958972,-0.533380447475546,-4.00548552266511,0.000152239110830403,0.0104723342322192,0.309373659019152
"ENSMUSG00000041215","ENSMUSG00000041215","YEATS domain containing 2 [Source:MGI Symbol;Acc:MGI:2447762]","Yeats2","16","protein_coding",-0.101263808945646,5.56743333626571,-4.00471731905327,0.000152641676995408,0.0104723342322192,0.445909621406418
"ENSMUSG00000026819","ENSMUSG00000026819","solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25 [Source:MGI Symbol;Acc:MGI:1915913]","Slc25a25","2","protein_coding",-0.100056313064574,5.93541953820451,-3.99546042398952,0.000157573801923721,0.010761574426836,0.392823950778088
"ENSMUSG00000023951","ENSMUSG00000023951","vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178]","Vegfa","17","protein_coding",-0.140232543777522,6.31158332998139,-3.98085395759319,0.000165669122435818,0.0112125160567485,0.34165209613512
"ENSMUSG00000056313","ENSMUSG00000056313","transcriptional and immune response regulator [Source:MGI Symbol;Acc:MGI:1916318]","Tcim","8","protein_coding",-0.587121574752127,-0.713661771294489,-3.97564054377141,0.000168654169868222,0.0113126290279913,0.247436718116548
"ENSMUSG00000071341","ENSMUSG00000071341","early growth response 4 [Source:MGI Symbol;Acc:MGI:99252]","Egr4","6","protein_coding",-0.413721305280923,5.13517003479795,-3.972351342731,0.000171318923319991,0.0113369102417557,0.353275146085529
"ENSMUSG00000046338","ENSMUSG00000046338","glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:2684962]","Gpat2","2","protein_coding",-0.628564577611756,-1.34385018417758,-3.97090394664549,0.000171410951508766,0.0113369102417557,-0.0396417161816922
"ENSMUSG00000053907","ENSMUSG00000053907","methionine adenosyltransferase II, alpha [Source:MGI Symbol;Acc:MGI:2443731]","Mat2a","6","protein_coding",-0.103349572013253,5.29907049647181,-3.96984306150786,0.000172034311821651,0.0113369102417557,0.350525665593931
"ENSMUSG00000092558","ENSMUSG00000092558","mediator complex subunit 20 [Source:MGI Symbol;Acc:MGI:1929648]","Med20","17","protein_coding",-0.121456645790992,3.94492524595899,-3.96629320062637,0.000174136030116655,0.0113756254456641,0.503875854341957
"ENSMUSG00000004591","ENSMUSG00000004591","protein kinase N2 [Source:MGI Symbol;Acc:MGI:109211]","Pkn2","3","protein_coding",-0.0886393680775397,4.79316385911818,-3.95454651860267,0.000181267986101904,0.0117902661955892,0.342405213537075
"ENSMUSG00000024095","ENSMUSG00000024095","heterogeneous nuclear ribonucleoprotein L-like [Source:MGI Symbol;Acc:MGI:1919942]","Hnrnpll","17","protein_coding",-0.0975071649199624,6.10875090223187,-3.94768097125624,0.000185565378275219,0.0119586788197135,0.23781433428957
"ENSMUSG00000024542","ENSMUSG00000024542","centrosomal protein 192 [Source:MGI Symbol;Acc:MGI:1918049]","Cep192","18","protein_coding",-0.127381029653872,3.41077648855072,-3.94363862717034,0.000188141197641201,0.0120286003032703,0.537887912682681
"ENSMUSG00000110218","ENSMUSG00000110218","predicted gene, 20219 [Source:MGI Symbol;Acc:MGI:5012404]","Gm20219","17","protein_coding",-0.366269305662041,1.41489616654926,-3.9421534943261,0.000189096131993742,0.0120286003032703,0.631193066166165
"ENSMUSG00000010110","ENSMUSG00000010110","syntaxin 5A [Source:MGI Symbol;Acc:MGI:1928483]","Stx5a","19","protein_coding",-0.0859784413685398,5.8393925315604,-3.94043307433053,0.000190208171974949,0.0120286003032703,0.219027593856638
"ENSMUSG00000014668","ENSMUSG00000014668","checkpoint with forkhead and ring finger domains [Source:MGI Symbol;Acc:MGI:2444898]","Chfr","5","protein_coding",-0.0851159549717835,4.92171356422074,-3.93992738316015,0.000190536231093399,0.0120286003032703,0.281199230704555
"ENSMUSG00000041328","ENSMUSG00000041328","PCF11 cleavage and polyadenylation factor subunit [Source:MGI Symbol;Acc:MGI:1919579]","Pcf11","7","protein_coding",-0.107375328517382,5.43416916663449,-3.90949040328236,0.000211313499229918,0.0131734480086281,0.147127994166311
"ENSMUSG00000040795","ENSMUSG00000040795","IQ motif containing C [Source:MGI Symbol;Acc:MGI:2446212]","Iqcc","4","protein_coding",-0.0976594443873053,3.84611463214222,-3.9058765539061,0.000213920141800495,0.0131734480086281,0.350174850464472
"ENSMUSG00000033705","ENSMUSG00000033705","START domain containing 9 [Source:MGI Symbol;Acc:MGI:3045258]","Stard9","2","protein_coding",-0.133601406431944,4.94778478408458,-3.90225693618264,0.000216561840807398,0.0131734480086281,0.158932405562602
"ENSMUSG00000040010","ENSMUSG00000040010","solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 [Source:MGI Symbol;Acc:MGI:1298205]","Slc7a5","8","protein_coding",-0.117364188037855,6.59900207371738,-3.89688903472317,0.000220537158954153,0.0133611726342183,0.0705895461458281
"ENSMUSG00000020190","ENSMUSG00000020190","MAP kinase-interacting serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894279]","Mknk2","10","protein_coding",-0.0981890252122914,5.59247861839317,-3.88886011660195,0.000226614006021393,0.0135652407986909,0.0717371051627236
"ENSMUSG00000035842","ENSMUSG00000035842","DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:MGI Symbol;Acc:MGI:2443590]","Ddx11","17","protein_coding",-0.272424472616015,1.04778307832997,-3.88639740122191,0.000228509910116263,0.0135982062198698,0.41052546219118
"ENSMUSG00000016526","ENSMUSG00000016526","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3 [Source:MGI Symbol;Acc:MGI:1330300]","Dyrk3","1","protein_coding",-0.355863492883122,3.51952642558738,-3.88662236371653,0.000228974786930254,0.0135982062198698,0.395059721379475
"ENSMUSG00000028804","ENSMUSG00000028804","CUB and Sushi multiple domains 2 [Source:MGI Symbol;Acc:MGI:2386401]","Csmd2","4","protein_coding",-0.181001572333685,6.67337093066393,-3.88365995466979,0.000230988639855837,0.0136468725939566,0.0278709593361324
"ENSMUSG00000038126","ENSMUSG00000038126","M-phase phosphoprotein 9 [Source:MGI Symbol;Acc:MGI:2443138]","Mphosph9","5","protein_coding",-0.131531512552532,4.82579920607811,-3.88241133364006,0.000231610816070477,0.0136468725939566,0.107288654179105
"ENSMUSG00000021621","ENSMUSG00000021621","zinc finger, CCHC domain containing 9 [Source:MGI Symbol;Acc:MGI:1916335]","Zcchc9","13","protein_coding",-0.125184914949959,3.40433471983034,-3.86783577400588,0.000243296618413369,0.0140626771891383,0.289441526662293
"ENSMUSG00000032525","ENSMUSG00000032525","natural killer tumor recognition sequence [Source:MGI Symbol;Acc:MGI:97346]","Nktr","9","protein_coding",-0.139061597501525,6.91406324456321,-3.86777723614692,0.000243344670205525,0.0140626771891383,-0.0167127153364701
"ENSMUSG00000052305","ENSMUSG00000052305","hemoglobin, beta adult s chain [Source:MGI Symbol;Acc:MGI:5474852]","Hbb-bs","7","protein_coding",-0.660229324586138,4.70867119087043,-3.86897402016552,0.000243347492124856,0.0140626771891383,0.113373683780737
"ENSMUSG00000022515","ENSMUSG00000022515","ankyrin repeat and sterile alpha motif domain containing 3 [Source:MGI Symbol;Acc:MGI:1919865]","Anks3","16","protein_coding",-0.130302769603109,5.78590438200001,-3.86065145160671,0.000249262405481858,0.014349301311743,-0.0263703494748624
"ENSMUSG00000033987","ENSMUSG00000033987","dynein, axonemal, heavy chain 17 [Source:MGI Symbol;Acc:MGI:1917176]","Dnah17","11","protein_coding",-0.282471455450041,0.986127984930384,-3.85252482181636,0.000256179569339342,0.014617244111699,0.336061346280782
